locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMPIKKCB_00725	CDS	552				hypothetical protein
AMPIKKCB_00726	CDS	534				hypothetical protein
AMPIKKCB_00727	CDS	1134				hypothetical protein
AMPIKKCB_00728	CDS	1407	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
AMPIKKCB_00729	CDS	930				hypothetical protein
AMPIKKCB_00730	CDS	795	ais	5.3.3.7		Aconitate isomerase
AMPIKKCB_00731	CDS	1311	proP_1			Proline/betaine transporter
AMPIKKCB_00732	CDS	930	hdfR_2			HTH-type transcriptional regulator HdfR
AMPIKKCB_00733	CDS	609	rhtC_1		COG1280	Threonine efflux protein
AMPIKKCB_00734	CDS	873	gcvA_2			Glycine cleavage system transcriptional activator
AMPIKKCB_00735	CDS	987				hypothetical protein
AMPIKKCB_00736	CDS	1044	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
AMPIKKCB_00737	CDS	492	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
AMPIKKCB_00738	CDS	561				hypothetical protein
AMPIKKCB_00739	CDS	528				hypothetical protein
AMPIKKCB_00740	CDS	540				hypothetical protein
AMPIKKCB_00741	CDS	801	esiB_2			Secretory immunoglobulin A-binding protein EsiB
AMPIKKCB_00742	CDS	774				hypothetical protein
AMPIKKCB_00743	CDS	687				hypothetical protein
AMPIKKCB_00744	CDS	702				hypothetical protein
AMPIKKCB_00745	CDS	330				hypothetical protein
AMPIKKCB_00746	CDS	600	betI_2			HTH-type transcriptional regulator BetI
AMPIKKCB_00747	CDS	2925				hypothetical protein
AMPIKKCB_00748	CDS	1284	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
AMPIKKCB_00749	CDS	135				hypothetical protein
AMPIKKCB_00750	CDS	2835				hypothetical protein
AMPIKKCB_00751	CDS	717	rstA		COG0745	Transcriptional regulatory protein RstA
AMPIKKCB_00752	CDS	1650	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
AMPIKKCB_00753	CDS	354				hypothetical protein
AMPIKKCB_00754	CDS	1422				hypothetical protein
AMPIKKCB_00755	CDS	552	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
AMPIKKCB_00756	CDS	678	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
AMPIKKCB_00757	CDS	1788	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
AMPIKKCB_00758	CDS	510	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
AMPIKKCB_00759	CDS	1332	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
AMPIKKCB_00760	CDS	2685	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
AMPIKKCB_00761	CDS	1017	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
AMPIKKCB_00762	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
AMPIKKCB_00763	CDS	522	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
AMPIKKCB_00764	CDS	309	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
AMPIKKCB_00765	CDS	1890	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
AMPIKKCB_00766	CDS	1599	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
AMPIKKCB_00767	CDS	1497	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
AMPIKKCB_00768	CDS	636	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
AMPIKKCB_00769	CDS	294				hypothetical protein
AMPIKKCB_00770	CDS	888	cmpR_2			HTH-type transcriptional activator CmpR
AMPIKKCB_00771	CDS	762	fpr_1	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
AMPIKKCB_00772	CDS	423				hypothetical protein
AMPIKKCB_00773	CDS	228				hypothetical protein
AMPIKKCB_00774	CDS	1677				hypothetical protein
AMPIKKCB_00775	CDS	171				hypothetical protein
AMPIKKCB_00776	CDS	1200			COG2081	putative protein
AMPIKKCB_00777	CDS	882	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
AMPIKKCB_00778	CDS	1134	emrA_1			Colistin resistance protein EmrA
AMPIKKCB_00779	CDS	1644				hypothetical protein
AMPIKKCB_00780	CDS	570				hypothetical protein
AMPIKKCB_00781	CDS	624	rhtC_2		COG1280	Threonine efflux protein
AMPIKKCB_00782	CDS	189				hypothetical protein
AMPIKKCB_00783	CDS	2064	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
AMPIKKCB_00784	CDS	501				hypothetical protein
AMPIKKCB_00785	CDS	1230				Iron-sulfur cluster carrier protein
AMPIKKCB_00786	CDS	873	mtnN_2	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
AMPIKKCB_00787	CDS	567				hypothetical protein
AMPIKKCB_00788	CDS	594				hypothetical protein
AMPIKKCB_00789	CDS	570	dcd	3.5.4.13		dCTP deaminase
AMPIKKCB_00790	CDS	1350				hypothetical protein
AMPIKKCB_00791	CDS	2094				hypothetical protein
AMPIKKCB_00792	CDS	726				hypothetical protein
AMPIKKCB_00793	CDS	2412				hypothetical protein
AMPIKKCB_00794	CDS	954				hypothetical protein
AMPIKKCB_00795	CDS	945	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
AMPIKKCB_00796	CDS	810	ypjD		COG4137	Inner membrane protein YpjD
AMPIKKCB_00797	CDS	1410	ffh		COG0541	Signal recognition particle protein
AMPIKKCB_00798	CDS	735	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
AMPIKKCB_00799	CDS	753	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
AMPIKKCB_00800	CDS	804				hypothetical protein
AMPIKKCB_00801	CDS	696				hypothetical protein
AMPIKKCB_00802	CDS	3450	smc		COG1196	Chromosome partition protein Smc
AMPIKKCB_00803	CDS	1038	zipA			Cell division protein ZipA
AMPIKKCB_00804	CDS	2037	ligA	6.5.1.2	COG0272	DNA ligase
AMPIKKCB_00805	CDS	465	bfr_1	1.16.3.1	COG2193	Bacterioferritin
AMPIKKCB_00806	CDS	1248	ybjJ			Inner membrane protein YbjJ
AMPIKKCB_00807	CDS	1431	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
AMPIKKCB_00808	CDS	852	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
AMPIKKCB_00809	CDS	735				hypothetical protein
AMPIKKCB_00810	CDS	1281	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
AMPIKKCB_00811	CDS	1158	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
AMPIKKCB_00812	CDS	750	tam	2.1.1.144		Trans-aconitate 2-methyltransferase
AMPIKKCB_00813	CDS	657	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
AMPIKKCB_00814	CDS	924	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
AMPIKKCB_00815	CDS	597	scpB		COG1386	Segregation and condensation protein B 
AMPIKKCB_00816	CDS	768	scpA		COG1354	Segregation and condensation protein A
AMPIKKCB_00817	CDS	618	yciO		COG0009	putative protein YciO
AMPIKKCB_00818	CDS	663				hypothetical protein
AMPIKKCB_00819	CDS	561	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
AMPIKKCB_00820	CDS	186	rpmF		COG0333	50S ribosomal protein L32
AMPIKKCB_00821	CDS	987	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
AMPIKKCB_00822	CDS	735	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AMPIKKCB_00823	CDS	237	acpP		COG0236	Acyl carrier protein
AMPIKKCB_00824	CDS	474	kbp		COG1652	Potassium binding protein Kbp
AMPIKKCB_00825	CDS	768	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
AMPIKKCB_00826	CDS	675		3.1.3.5	COG0546	5'-nucleotidase
AMPIKKCB_00827	CDS	660	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
AMPIKKCB_00828	CDS	1782				hypothetical protein
AMPIKKCB_00829	CDS	561				hypothetical protein
AMPIKKCB_00830	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
AMPIKKCB_00831	CDS	582	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
AMPIKKCB_00832	CDS	297	rplY			50S ribosomal protein L25
AMPIKKCB_00833	CDS	951	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
AMPIKKCB_00834	tRNA	75				tRNA-Gln(ttg)
AMPIKKCB_00835	tRNA	75				tRNA-Gln(ttg)
AMPIKKCB_00836	tRNA	75				tRNA-Gln(ttg)
AMPIKKCB_00837	tRNA	75				tRNA-Gln(ttg)
AMPIKKCB_00838	CDS	579	lolB		COG3017	Outer-membrane lipoprotein LolB
AMPIKKCB_00839	CDS	1710	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
AMPIKKCB_00840	CDS	1284	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
AMPIKKCB_00841	CDS	1866	dnaG	2.7.7.-		DNA primase
AMPIKKCB_00842	CDS	1158	bamD			Outer membrane protein assembly factor BamD
AMPIKKCB_00843	CDS	1053	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AMPIKKCB_00844	CDS	738	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
AMPIKKCB_00845	CDS	552	fldP_2			Flavodoxin FldP
AMPIKKCB_00846	CDS	477	smpB		COG0691	SsrA-binding protein
AMPIKKCB_00847	CDS	492	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
AMPIKKCB_00848	CDS	264	fdx_1		COG1145	Ferredoxin
AMPIKKCB_00849	tRNA	77				tRNA-Met(cat)
AMPIKKCB_00850	CDS	1185				hypothetical protein
AMPIKKCB_00851	CDS	981	dmlR_3			HTH-type transcriptional regulator DmlR
AMPIKKCB_00852	CDS	1113	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
AMPIKKCB_00853	CDS	1647	caiT			L-carnitine/gamma-butyrobetaine antiporter
AMPIKKCB_00854	CDS	975	nlhH_2	3.1.1.1	COG0657	Carboxylesterase NlhH
AMPIKKCB_00855	CDS	1116	cntA	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
AMPIKKCB_00856	CDS	1452	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
AMPIKKCB_00857	CDS	957	cntB	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
AMPIKKCB_00858	tRNA	77				tRNA-Met(cat)
AMPIKKCB_00859	CDS	1029				hypothetical protein
AMPIKKCB_00860	CDS	1626	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
AMPIKKCB_00861	CDS	561				hypothetical protein
AMPIKKCB_00862	CDS	861				hypothetical protein
AMPIKKCB_00863	CDS	453				hypothetical protein
AMPIKKCB_00864	CDS	1230	fabB_2	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
AMPIKKCB_00865	CDS	1326				hypothetical protein
AMPIKKCB_00866	CDS	375	rpsL		COG0048	30S ribosomal protein S12
AMPIKKCB_00867	CDS	471	rpsG		COG0049	30S ribosomal protein S7
AMPIKKCB_00868	CDS	2139	fusA		COG0480	Elongation factor G
AMPIKKCB_00869	CDS	1191	tufA_2		COG0050	Elongation factor Tu
AMPIKKCB_00870	CDS	882				hypothetical protein
AMPIKKCB_00871	CDS	876				hypothetical protein
AMPIKKCB_00872	CDS	456	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
AMPIKKCB_00873	CDS	816	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
AMPIKKCB_00874	CDS	732	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
AMPIKKCB_00875	CDS	948		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
AMPIKKCB_00876	CDS	3033				hypothetical protein
AMPIKKCB_00877	CDS	621	rhtC_3		COG1280	Threonine efflux protein
AMPIKKCB_00878	CDS	288				hypothetical protein
AMPIKKCB_00879	CDS	273	minE			Cell division topological specificity factor
AMPIKKCB_00880	CDS	837	minD		COG2894	Septum site-determining protein MinD
AMPIKKCB_00881	CDS	723	minC		COG0850	Septum site-determining protein MinC
AMPIKKCB_00882	CDS	1047				hypothetical protein
AMPIKKCB_00883	CDS	927	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
AMPIKKCB_00884	CDS	654	yiaD		COG2885	putative lipoprotein YiaD
AMPIKKCB_00885	CDS	2040	rep_2	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
AMPIKKCB_00886	CDS	453	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
AMPIKKCB_00887	CDS	1419	algC_2	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
AMPIKKCB_00888	CDS	909	argB	2.7.2.8	COG0548	Acetylglutamate kinase
AMPIKKCB_00889	CDS	783				hypothetical protein
AMPIKKCB_00890	CDS	831	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
AMPIKKCB_00891	CDS	456				Bacteriohemerythrin
AMPIKKCB_00892	CDS	1068				hypothetical protein
AMPIKKCB_00893	CDS	324	rnfH			Protein RnfH
AMPIKKCB_00894	CDS	399	bamE			Outer membrane protein assembly factor BamE
AMPIKKCB_00895	CDS	438	fur		COG0735	Ferric uptake regulation protein
AMPIKKCB_00896	CDS	1119	pilT_1		COG2805	Twitching mobility protein
AMPIKKCB_00897	CDS	1068	pilT_2		COG2805	Twitching mobility protein
AMPIKKCB_00898	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
AMPIKKCB_00899	CDS	3597				hypothetical protein
AMPIKKCB_00900	CDS	1269	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AMPIKKCB_00901	CDS	492				hypothetical protein
AMPIKKCB_00902	CDS	378				hypothetical protein
AMPIKKCB_00903	CDS	453				hypothetical protein
AMPIKKCB_00904	CDS	906				Epimerase family protein
AMPIKKCB_00905	CDS	1116	thiO	1.4.3.19		Glycine oxidase
AMPIKKCB_00906	CDS	1098	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
AMPIKKCB_00907	CDS	498				hypothetical protein
AMPIKKCB_00908	CDS	1152	emrK		COG1566	putative multidrug resistance protein EmrK
AMPIKKCB_00909	CDS	1524	emrB_1			Multidrug export protein EmrB
AMPIKKCB_00910	CDS	1986	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
AMPIKKCB_00911	tmRNA	360	ssrA			transfer-messenger RNA, SsrA
AMPIKKCB_00912	CDS	1284	intS_1		COG0582	Prophage integrase IntS
AMPIKKCB_00913	CDS	627				hypothetical protein
AMPIKKCB_00914	CDS	228				hypothetical protein
AMPIKKCB_00915	CDS	210				hypothetical protein
AMPIKKCB_00916	CDS	555				hypothetical protein
AMPIKKCB_00917	CDS	369				hypothetical protein
AMPIKKCB_00918	CDS	312				hypothetical protein
AMPIKKCB_00919	CDS	117				hypothetical protein
AMPIKKCB_00920	CDS	279				hypothetical protein
AMPIKKCB_00921	CDS	2466				hypothetical protein
AMPIKKCB_00922	CDS	204				Single-stranded DNA-binding protein
AMPIKKCB_00923	CDS	1443				hypothetical protein
AMPIKKCB_00924	CDS	675				hypothetical protein
AMPIKKCB_00925	CDS	189				hypothetical protein
AMPIKKCB_00926	CDS	90				hypothetical protein
AMPIKKCB_00927	CDS	576				hypothetical protein
AMPIKKCB_00928	CDS	1047	yejK		COG3081	Nucleoid-associated protein YejK
AMPIKKCB_00929	CDS	1206				hypothetical protein
	repeat_region	3936				
AMPIKKCB_00930	CDS	954	cas1	3.1.-.-		CRISPR-associated endonuclease Cas1
AMPIKKCB_00931	CDS	609				hypothetical protein
AMPIKKCB_00932	CDS	1062	csy3			CRISPR-associated protein Csy3
AMPIKKCB_00933	CDS	885				hypothetical protein
AMPIKKCB_00934	CDS	1167				hypothetical protein
AMPIKKCB_00935	CDS	408				hypothetical protein
AMPIKKCB_00936	CDS	3237	cas3	3.1.-.-		CRISPR-associated nuclease/helicase Cas3 subtype I-F/YPEST
AMPIKKCB_00937	CDS	393				hypothetical protein
AMPIKKCB_00938	CDS	528				hypothetical protein
AMPIKKCB_00939	CDS	441				hypothetical protein
AMPIKKCB_00940	CDS	519				hypothetical protein
AMPIKKCB_00941	CDS	705				hypothetical protein
AMPIKKCB_00942	CDS	483				hypothetical protein
AMPIKKCB_00943	CDS	249				hypothetical protein
AMPIKKCB_00944	CDS	570				hypothetical protein
AMPIKKCB_00945	CDS	435				hypothetical protein
AMPIKKCB_00946	CDS	285				hypothetical protein
AMPIKKCB_00947	CDS	1347				hypothetical protein
AMPIKKCB_00948	CDS	1386	naiP_2			Putative niacin/nicotinamide transporter NaiP
AMPIKKCB_00949	CDS	945	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
AMPIKKCB_00950	CDS	891	cynR_1			HTH-type transcriptional regulator CynR
AMPIKKCB_00951	CDS	276				hypothetical protein
AMPIKKCB_00952	CDS	2637				hypothetical protein
AMPIKKCB_00953	CDS	753				hypothetical protein
AMPIKKCB_00954	CDS	975				IS701 family transposase ISAba11
AMPIKKCB_00955	CDS	516				hypothetical protein
AMPIKKCB_00956	CDS	1515				hypothetical protein
AMPIKKCB_00957	CDS	708				hypothetical protein
AMPIKKCB_00958	CDS	1914				hypothetical protein
AMPIKKCB_00959	CDS	1335	ydgI		COG0531	Putative arginine/ornithine antiporter
AMPIKKCB_00960	CDS	879	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
AMPIKKCB_00961	CDS	471				hypothetical protein
AMPIKKCB_00962	CDS	1641	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
AMPIKKCB_00963	CDS	1659	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
AMPIKKCB_00964	CDS	1473	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
AMPIKKCB_00965	CDS	624	betI_3		COG1309	HTH-type transcriptional regulator BetI
AMPIKKCB_00966	CDS	1623	betT1		COG1292	Osmo-independent choline transporter BetT1
AMPIKKCB_00967	CDS	2067	betT2		COG1292	Osmo-dependent choline transporter BetT2
AMPIKKCB_00968	CDS	615				hypothetical protein
AMPIKKCB_00969	CDS	516				hypothetical protein
AMPIKKCB_00970	CDS	201				hypothetical protein
AMPIKKCB_00971	CDS	999	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
AMPIKKCB_00972	CDS	1263	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
AMPIKKCB_00973	CDS	531	yaeQ		COG4681	putative protein YaeQ
AMPIKKCB_00974	CDS	342	fbp_1	5.2.1.8	COG0545	FK506-binding protein
AMPIKKCB_00975	CDS	1995	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
AMPIKKCB_00976	CDS	1260	pgaC_1	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
AMPIKKCB_00977	CDS	420				hypothetical protein
AMPIKKCB_00978	CDS	789	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
AMPIKKCB_00979	CDS	582	pnuC		COG3201	Nicotinamide riboside transporter PnuC
AMPIKKCB_00980	CDS	300				hypothetical protein
AMPIKKCB_00981	CDS	813	kdgR		COG1414	Transcriptional regulator KdgR
AMPIKKCB_00982	CDS	306	doxA			Naphthalene 1,2-dioxygenase system, ferredoxin component
AMPIKKCB_00983	CDS	300				hypothetical protein
AMPIKKCB_00984	CDS	1068				hypothetical protein
AMPIKKCB_00985	CDS	765	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
AMPIKKCB_00986	CDS	930				hypothetical protein
AMPIKKCB_00987	CDS	1212	thcD	1.18.1.-		Rhodocoxin reductase
AMPIKKCB_00988	CDS	1224	gudP_1			putative glucarate transporter
AMPIKKCB_00989	CDS	522				hypothetical protein
AMPIKKCB_00990	CDS	825	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
AMPIKKCB_00991	CDS	795	baiA	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
AMPIKKCB_00992	CDS	792	nadX	1.4.1.21	COG1712	L-aspartate dehydrogenase
AMPIKKCB_00993	CDS	1467	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
AMPIKKCB_00994	CDS	1641	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
AMPIKKCB_00995	CDS	1197				hypothetical protein
AMPIKKCB_00996	CDS	1299	proP_2			Proline/betaine transporter
AMPIKKCB_00997	CDS	483	def_2	3.5.1.88	COG0242	Peptide deformylase
AMPIKKCB_00998	CDS	1323	glsA	3.5.1.2		Glutaminase
AMPIKKCB_00999	CDS	789	nimR_2			HTH-type transcriptional regulator NimR
AMPIKKCB_01000	CDS	1221	fsr			Fosmidomycin resistance protein
AMPIKKCB_01001	CDS	1146	mro	5.1.3.3	COG2017	Aldose 1-epimerase
AMPIKKCB_01002	CDS	447				hypothetical protein
AMPIKKCB_01003	CDS	906	perR			HTH-type transcriptional regulator PerR
AMPIKKCB_01004	CDS	750	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AMPIKKCB_01005	CDS	1329	nicT_1			Putative metabolite transport protein NicT
AMPIKKCB_01006	CDS	852	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
AMPIKKCB_01007	CDS	1005	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
AMPIKKCB_01008	CDS	3687	metH	2.1.1.13	COG0646	Methionine synthase
AMPIKKCB_01009	CDS	1632	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
AMPIKKCB_01010	CDS	1335	dsdA	4.3.1.18	COG3048	D-serine dehydratase
AMPIKKCB_01011	CDS	1548				hypothetical protein
AMPIKKCB_01012	CDS	165				hypothetical protein
AMPIKKCB_01013	CDS	1008	egtB	1.14.99.50		Hercynine oxygenase
AMPIKKCB_01014	CDS	1677	atsA	3.1.6.1	COG3119	Arylsulfatase
AMPIKKCB_01015	CDS	618	glpG	3.4.21.105		Rhomboid protease GlpG
AMPIKKCB_01016	CDS	639	nfuA		COG0316	Fe/S biogenesis protein NfuA
AMPIKKCB_01017	CDS	2265	pfeA		COG4771	Ferric enterobactin receptor
AMPIKKCB_01018	CDS	1008				hypothetical protein
AMPIKKCB_01019	CDS	1026	lip1	3.1.1.3		Lipase 1
AMPIKKCB_01020	CDS	615	mtcA2	4.2.1.1	COG0288	Carbonic anhydrase 2
AMPIKKCB_01021	CDS	561	tesA	3.1.1.1	COG2755	Esterase TesA
AMPIKKCB_01022	CDS	693	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
AMPIKKCB_01023	CDS	2460				hypothetical protein
AMPIKKCB_01024	CDS	810	aarA	3.4.21.105	COG0705	Rhomboid protease AarA
AMPIKKCB_01025	CDS	678	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
AMPIKKCB_01026	CDS	2079	ppk_1	2.7.4.1		Polyphosphate kinase
AMPIKKCB_01027	CDS	591				hypothetical protein
AMPIKKCB_01028	CDS	909	oxyR			Hydrogen peroxide-inducible genes activator
AMPIKKCB_01029	CDS	945	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
AMPIKKCB_01030	CDS	1182	rubB	1.18.1.1	COG1251	Rubredoxin-NAD(+) reductase
AMPIKKCB_01031	CDS	165	rubA		COG1773	Rubredoxin
AMPIKKCB_01032	CDS	438				hypothetical protein
AMPIKKCB_01033	CDS	489				hypothetical protein
AMPIKKCB_01034	CDS	1530	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
AMPIKKCB_01035	CDS	1443				hypothetical protein
AMPIKKCB_01036	CDS	99				hypothetical protein
AMPIKKCB_01037	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
AMPIKKCB_01038	CDS	1614	cysN	2.7.7.4		Sulfate adenylyltransferase subunit 1
AMPIKKCB_01039	CDS	549				hypothetical protein
AMPIKKCB_01040	CDS	513				hypothetical protein
AMPIKKCB_01041	CDS	1338	citN		COG2851	Citrate transporter
AMPIKKCB_01042	CDS	1326				hypothetical protein
AMPIKKCB_01043	CDS	990	syrM1			HTH-type transcriptional regulator SyrM 1
AMPIKKCB_01044	CDS	1605		4.1.3.1	COG2224	Isocitrate lyase
AMPIKKCB_01045	CDS	480				hypothetical protein
AMPIKKCB_01046	CDS	324				hypothetical protein
AMPIKKCB_01047	CDS	876	ureD		COG0829	Urease accessory protein UreD
AMPIKKCB_01048	CDS	303	ureA	3.5.1.5		Urease subunit gamma
AMPIKKCB_01049	CDS	309	ureB	3.5.1.5		Urease subunit beta
AMPIKKCB_01050	CDS	1701	ureC	3.5.1.5		Urease subunit alpha
AMPIKKCB_01051	CDS	483	ureE			Urease accessory protein UreE
AMPIKKCB_01052	CDS	666	ureF		COG0830	Urease accessory protein UreF
AMPIKKCB_01053	CDS	615	ureG			Urease accessory protein UreG
AMPIKKCB_01054	CDS	570				hypothetical protein
AMPIKKCB_01055	CDS	552	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
AMPIKKCB_01056	CDS	2019	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
AMPIKKCB_01057	CDS	519				hypothetical protein
AMPIKKCB_01058	CDS	1314				hypothetical protein
AMPIKKCB_01059	CDS	654	adk	2.7.4.3	COG0563	Adenylate kinase
AMPIKKCB_01060	CDS	693	nth	4.2.99.18	COG0177	Endonuclease III
AMPIKKCB_01061	CDS	792	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
AMPIKKCB_01062	CDS	1404	gdhA_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
AMPIKKCB_01063	CDS	1110				hypothetical protein
AMPIKKCB_01064	CDS	777	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
AMPIKKCB_01065	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
AMPIKKCB_01066	CDS	2430	lon_1	3.4.21.53	COG0466	Lon protease
AMPIKKCB_01067	CDS	6777	ata			Adhesin Ata autotransporter
AMPIKKCB_01068	CDS	780	ompA_1			Outer membrane protein A
AMPIKKCB_01069	CDS	585	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
AMPIKKCB_01070	CDS	342				hypothetical protein
AMPIKKCB_01071	CDS	114				hypothetical protein
AMPIKKCB_01072	CDS	318				hypothetical protein
AMPIKKCB_01073	CDS	264				hypothetical protein
AMPIKKCB_01074	CDS	723				hypothetical protein
AMPIKKCB_01075	CDS	408				hypothetical protein
AMPIKKCB_01076	CDS	252				hypothetical protein
AMPIKKCB_01077	CDS	933				hypothetical protein
AMPIKKCB_01078	CDS	1122				hypothetical protein
AMPIKKCB_01079	CDS	324				hypothetical protein
AMPIKKCB_01080	CDS	291				hypothetical protein
AMPIKKCB_01081	CDS	444				hypothetical protein
AMPIKKCB_01082	CDS	243				hypothetical protein
AMPIKKCB_01083	CDS	204				hypothetical protein
